Timeslice,Hour,Month,Daysplit,Demand fuel,startyear,endyear,timesliceDN,timesliceDE,timesliceED,timesliceEN,timesliceNE,timesliceND,region,Tech,renewable ninjafile
8N,23:00,,,EL3_19_0,,,,,,,,,,SOPV12h_43_0,capacityfactor_solar
9D,06:00,,,EL3_20_0,,,,,,,,,,SOPV12h_48_1,capacityfactor_solar
9E,18:00,,,EL3_21_0,,,,,,,,,,SOPV12h_48_0,capacityfactor_solar
9N,23:00,,,EL3_22_0,,,,,,,,,,SOPV12h_49_1,capacityfactor_solar
10D,06:00,,,EL3_23_0,,,,,,,,,,SOPV12h_49_0,capacityfactor_solar
10E,18:00,,,EL3_24_0,,,,,,,,,,SOPV12h_50_1,capacityfactor_solar
10N,23:00,,,EL3_25_0,,,,,,,,,,SOPV12h_50_0,capacityfactor_solar
11D,06:00,,,EL3_26_0,,,,,,,,,,SOPV12h_51_1,capacityfactor_solar
11E,18:00,,,EL3_27_0,,,,,,,,,,SOPV12h_51_0,capacityfactor_solar
11N,23:00,,,EL3_28_0,,,,,,,,,,SOPV12h_52_1,capacityfactor_solar
12D,06:00,,,EL3_29_0,,,,,,,,,,SOPV12h_52_0,capacityfactor_solar
12E,18:00,,,EL3_30_0,,,,,,,,,,SOPV12h_53_1,capacityfactor_solar
12N,23:00,,,EL3_30_1,,,,,,,,,,SOPV12h_53_0,capacityfactor_solar
,,,,EL3_31_0,,,,,,,,,,SOPV12h_58_1,capacityfactor_solar
,,,,EL3_32_0,,,,,,,,,,SOPV12h_58_0,capacityfactor_solar
,,,,EL3_33_0,,,,,,,,,,SOPV12h_59_1,capacityfactor_solar
,,,,EL3_33_1,,,,,,,,,,SOPV12h_59_0,capacityfactor_solar
,,,,EL3_34_0,,,,,,,,,,SOPV12h_72_1,capacityfactor_solar
,,,,EL3_34_1,,,,,,,,,,SOPV12h_72_0,capacityfactor_solar
,,,,EL3_35_0,,,,,,,,,,SOPV12h_73_1,capacityfactor_solar
,,,,EL3_36_0,,,,,,,,,,SOPV12h_73_0,capacityfactor_solar
,,,,EL3_37_0,,,,,,,,,,SOPV12h_74_1,capacityfactor_solar
,,,,EL3_37_1,,,,,,,,,,SOPV12h_74_0,capacityfactor_solar
,,,,EL3_38_0,,,,,,,,,,SOPV12h_87_1,capacityfactor_solar
,,,,EL3_39_0,,,,,,,,,,SOPV12h_87_0,capacityfactor_solar
,,,,EL3_39_1,,,,,,,,,,SOPV12h_88_1,capacityfactor_solar
,,,,EL3_40_0,,,,,,,,,,SOPV12h_88_0,capacityfactor_solar
,,,,EL3_41_0,,,,,,,,,,SOPV12h_91_1,capacityfactor_solar
,,,,EL3_42_0,,,,,,,,,,SOPV12h_91_0,capacityfactor_solar
,,,,EL3_42_1,,,,,,,,,,SOPV12h_92_1,capacityfactor_solar
,,,,EL3_43_0,,,,,,,,,,SOPV12h_92_0,capacityfactor_solar
,,,,EL3_43_1,,,,,,,,,,SOPV12h_100_1,capacityfactor_solar
,,,,EL3_44_0,,,,,,,,,,SOPV12h_100_0,capacityfactor_solar
,,,,EL3_45_0,,,,,,,,,,SOPV12h_104_1,capacityfactor_solar
,,,,EL3_46_0,,,,,,,,,,SOPV12h_104_0,capacityfactor_solar
,,,,EL3_47_0,,,,,,,,,,SOPV12h_105_1,capacityfactor_solar
,,,,EL3_48_0,,,,,,,,,,SOPV12h_105_0,capacityfactor_solar
,,,,EL3_48_1,,,,,,,,,,SOPV12h_106_1,capacityfactor_solar
,,,,EL3_49_0,,,,,,,,,,SOPV12h_106_0,capacityfactor_solar
,,,,EL3_49_1,,,,,,,,,,SOPV12h_109_1,capacityfactor_solar
,,,,EL3_50_0,,,,,,,,,,SOPV12h_109_0,capacityfactor_solar
,,,,EL3_50_1,,,,,,,,,,SOPV12h_110_1,capacityfactor_solar
,,,,EL3_51_0,,,,,,,,,,SOPV12h_110_0,capacityfactor_solar
,,,,EL3_51_1,,,,,,,,,,SOPV12h_112_1,capacityfactor_solar
,,,,EL3_52_0,,,,,,,,,,SOPV12h_112_0,capacityfactor_solar
,,,,EL3_52_1,,,,,,,,,,SOPV12h_114_1,capacityfactor_solar
,,,,EL3_53_0,,,,,,,,,,SOPV12h_114_0,capacityfactor_solar
,,,,EL3_53_1,,,,,,,,,,SOPV12h_117_1,capacityfactor_solar
,,,,EL3_54_0,,,,,,,,,,SOPV12h_117_0,capacityfactor_solar
,,,,EL3_55_0,,,,,,,,,,SOPV12h_120_1,capacityfactor_solar
,,,,EL3_56_0,,,,,,,,,,SOPV12h_120_0,capacityfactor_solar
,,,,EL3_57_0,,,,,,,,,,SOPV12h_122_1,capacityfactor_solar
,,,,EL3_58_0,,,,,,,,,,SOPV12h_122_0,capacityfactor_solar
,,,,EL3_58_1,,,,,,,,,,SOPV12h_123_1,capacityfactor_solar
,,,,EL3_59_0,,,,,,,,,,SOPV12h_123_0,capacityfactor_solar
,,,,EL3_59_1,,,,,,,,,,SOPV12h_126_1,capacityfactor_solar
,,,,EL3_60_0,,,,,,,,,,SOPV12h_126_0,capacityfactor_solar
,,,,EL3_61_0,,,,,,,,,,SOPV12h_127_1,capacityfactor_solar
,,,,EL3_62_0,,,,,,,,,,SOPV12h_127_0,capacityfactor_solar
,,,,EL3_63_0,,,,,,,,,,SOPV12h_128_1,capacityfactor_solar
,,,,EL3_64_0,,,,,,,,,,SOPV12h_128_0,capacityfactor_solar
,,,,EL3_65_0,,,,,,,,,,SOPV12h_131_1,capacityfactor_solar
,,,,EL3_66_0,,,,,,,,,,SOPV12h_131_0,capacityfactor_solar
,,,,EL3_67_0,,,,,,,,,,SOPV12h_134_1,capacityfactor_solar
,,,,EL3_68_0,,,,,,,,,,SOPV12h_134_0,capacityfactor_solar
,,,,EL3_69_0,,,,,,,,,,SOPV12h_139_1,capacityfactor_solar
,,,,EL3_70_0,,,,,,,,,,SOPV12h_139_0,capacityfactor_solar
,,,,EL3_71_0,,,,,,,,,,SOPV12h_140_1,capacityfactor_solar
,,,,EL3_72_0,,,,,,,,,,SOPV12h_140_0,capacityfactor_solar
,,,,EL3_72_1,,,,,,,,,,SOPV12h_143_1,capacityfactor_solar
,,,,EL3_73_0,,,,,,,,,,SOPV12h_143_0,capacityfactor_solar
,,,,EL3_73_1,,,,,,,,,,SOPV12h_144_1,capacityfactor_solar
,,,,EL3_74_0,,,,,,,,,,SOPV12h_144_0,capacityfactor_solar
,,,,EL3_74_1,,,,,,,,,,SOPV12h_145_1,capacityfactor_solar
,,,,EL3_75_0,,,,,,,,,,SOPV12h_145_0,capacityfactor_solar
,,,,EL3_76_0,,,,,,,,,,SOPV12h_147_1,capacityfactor_solar
,,,,EL3_77_0,,,,,,,,,,SOPV12h_147_0,capacityfactor_solar
,,,,EL3_78_0,,,,,,,,,,SOPV12h_148_1,capacityfactor_solar
,,,,EL3_79_0,,,,,,,,,,SOPV12h_148_0,capacityfactor_solar
,,,,EL3_80_0,,,,,,,,,,SOPV12h_149_1,capacityfactor_solar
,,,,EL3_81_0,,,,,,,,,,SOPV12h_149_0,capacityfactor_solar
,,,,EL3_82_0,,,,,,,,,,SOPV12h_153_1,capacityfactor_solar
,,,,EL3_83_0,,,,,,,,,,SOPV12h_153_0,capacityfactor_solar
,,,,EL3_84_0,,,,,,,,,,SOPV12h_160_1,capacityfactor_solar
,,,,EL3_85_0,,,,,,,,,,SOPV12h_160_0,capacityfactor_solar
,,,,EL3_86_0,,,,,,,,,,SOPV12h_161_1,capacityfactor_solar
,,,,EL3_87_0,,,,,,,,,,SOPV12h_161_0,capacityfactor_solar
,,,,EL3_87_1,,,,,,,,,,SOPV12h_162_1,capacityfactor_solar
,,,,EL3_88_0,,,,,,,,,,SOPV12h_162_0,capacityfactor_solar
,,,,EL3_88_1,,,,,,,,,,SOPV12h_163_1,capacityfactor_solar
,,,,EL3_89_0,,,,,,,,,,SOPV12h_163_0,capacityfactor_solar
,,,,EL3_90_0,,,,,,,,,,SOPV12h_164_1,capacityfactor_solar
,,,,EL3_91_0,,,,,,,,,,SOPV12h_164_0,capacityfactor_solar
,,,,EL3_91_1,,,,,,,,,,SOPV12h_165_1,capacityfactor_solar
,,,,EL3_92_0,,,,,,,,,,SOPV12h_165_0,capacityfactor_solar
,,,,EL3_92_1,,,,,,,,,,SOPV12h_166_1,capacityfactor_solar
,,,,EL3_93_0,,,,,,,,,,SOPV12h_166_0,capacityfactor_solar
,,,,EL3_94_0,,,,,,,,,,SOPV12h_167_1,capacityfactor_solar
,,,,EL3_95_0,,,,,,,,,,SOPV12h_167_0,capacityfactor_solar
,,,,EL3_96_0,,,,,,,,,,SOPV12h_168_1,capacityfactor_solar
,,,,EL3_97_0,,,,,,,,,,SOPV12h_168_0,capacityfactor_solar
,,,,EL3_98_0,,,,,,,,,,SOPV12h_170_1,capacityfactor_solar
,,,,EL3_99_0,,,,,,,,,,SOPV12h_170_0,capacityfactor_solar
,,,,EL3_100_0,,,,,,,,,,SOPV12h_171_1,capacityfactor_solar
,,,,EL3_100_1,,,,,,,,,,SOPV12h_171_0,capacityfactor_solar
,,,,EL3_101_0,,,,,,,,,,SOPV12h_172_1,capacityfactor_solar
,,,,EL3_102_0,,,,,,,,,,SOPV12h_172_0,capacityfactor_solar
,,,,EL3_103_0,,,,,,,,,,SOPV12h_173_1,capacityfactor_solar
,,,,EL3_104_0,,,,,,,,,,SOPV12h_173_0,capacityfactor_solar
,,,,EL3_104_1,,,,,,,,,,SOPV12h_174_1,capacityfactor_solar
,,,,EL3_105_0,,,,,,,,,,SOPV12h_174_0,capacityfactor_solar
,,,,EL3_105_1,,,,,,,,,,SOPV12h_178_1,capacityfactor_solar
,,,,EL3_106_0,,,,,,,,,,SOPV12h_178_0,capacityfactor_solar
,,,,EL3_106_1,,,,,,,,,,SOPV12h_179_1,capacityfactor_solar
,,,,EL3_107_0,,,,,,,,,,SOPV12h_179_0,capacityfactor_solar
,,,,EL3_108_0,,,,,,,,,,SOPV12h_180_1,capacityfactor_solar
,,,,EL3_109_0,,,,,,,,,,SOPV12h_180_0,capacityfactor_solar
,,,,EL3_109_1,,,,,,,,,,SOPV12h_181_1,capacityfactor_solar
,,,,EL3_110_0,,,,,,,,,,SOPV12h_181_0,capacityfactor_solar
,,,,EL3_110_1,,,,,,,,,,SOPV12h_182_1,capacityfactor_solar
,,,,EL3_111_0,,,,,,,,,,SOPV12h_182_0,capacityfactor_solar
,,,,EL3_112_0,,,,,,,,,,SOPV12h_183_1,capacityfactor_solar
,,,,EL3_112_1,,,,,,,,,,SOPV12h_183_0,capacityfactor_solar
,,,,EL3_113_0,,,,,,,,,,SOPV12h_184_1,capacityfactor_solar
,,,,EL3_114_0,,,,,,,,,,SOPV12h_184_0,capacityfactor_solar
,,,,EL3_114_1,,,,,,,,,,SOPV12h_185_1,capacityfactor_solar
,,,,EL3_115_0,,,,,,,,,,SOPV12h_185_0,capacityfactor_solar
,,,,EL3_116_0,,,,,,,,,,SOPV12h_186_1,capacityfactor_solar
,,,,EL3_117_0,,,,,,,,,,SOPV12h_186_0,capacityfactor_solar
,,,,EL3_117_1,,,,,,,,,,SOPV12h_187_1,capacityfactor_solar
,,,,EL3_118_0,,,,,,,,,,SOPV12h_187_0,capacityfactor_solar
,,,,EL3_119_0,,,,,,,,,,SOPV12h_188_1,capacityfactor_solar
,,,,EL3_120_0,,,,,,,,,,SOPV12h_188_0,capacityfactor_solar
,,,,EL3_120_1,,,,,,,,,,SOPV12h_189_1,capacityfactor_solar
,,,,EL3_121_0,,,,,,,,,,SOPV12h_189_0,capacityfactor_solar
,,,,EL3_122_0,,,,,,,,,,SOPV12h_190_1,capacityfactor_solar
,,,,EL3_122_1,,,,,,,,,,SOPV12h_190_0,capacityfactor_solar
,,,,EL3_123_0,,,,,,,,,,SOPV12h_191_1,capacityfactor_solar
,,,,EL3_123_1,,,,,,,,,,SOPV12h_191_0,capacityfactor_solar
,,,,EL3_124_0,,,,,,,,,,SOPV12h_192_1,capacityfactor_solar
,,,,EL3_125_0,,,,,,,,,,SOPV12h_192_0,capacityfactor_solar
,,,,EL3_126_0,,,,,,,,,,SOPV12h_193_1,capacityfactor_solar
,,,,EL3_126_1,,,,,,,,,,SOPV12h_193_0,capacityfactor_solar
,,,,EL3_127_0,,,,,,,,,,SOPV12h_197_1,capacityfactor_solar
,,,,EL3_127_1,,,,,,,,,,SOPV12h_197_0,capacityfactor_solar
,,,,EL3_128_0,,,,,,,,,,SOPV12h_198_1,capacityfactor_solar
,,,,EL3_128_1,,,,,,,,,,SOPV12h_198_0,capacityfactor_solar
,,,,EL3_129_0,,,,,,,,,,SOPV12h_199_1,capacityfactor_solar
,,,,EL3_130_0,,,,,,,,,,SOPV12h_199_0,capacityfactor_solar
,,,,EL3_131_0,,,,,,,,,,SOPV12h_200_1,capacityfactor_solar
,,,,EL3_131_1,,,,,,,,,,SOPV12h_200_0,capacityfactor_solar
,,,,EL3_132_0,,,,,,,,,,SOPV12h_201_1,capacityfactor_solar
,,,,EL3_133_0,,,,,,,,,,SOPV12h_201_0,capacityfactor_solar
,,,,EL3_134_0,,,,,,,,,,SOPV12h_202_1,capacityfactor_solar
,,,,EL3_134_1,,,,,,,,,,SOPV12h_202_0,capacityfactor_solar
,,,,EL3_135_0,,,,,,,,,,SOPV12h_203_1,capacityfactor_solar
,,,,EL3_136_0,,,,,,,,,,SOPV12h_203_0,capacityfactor_solar
,,,,EL3_137_0,,,,,,,,,,SOPV12h_204_1,capacityfactor_solar
,,,,EL3_138_0,,,,,,,,,,SOPV12h_204_0,capacityfactor_solar
,,,,EL3_139_0,,,,,,,,,,SOPV12h_205_1,capacityfactor_solar
,,,,EL3_139_1,,,,,,,,,,SOPV12h_205_0,capacityfactor_solar
,,,,EL3_140_0,,,,,,,,,,SOPV12h_206_1,capacityfactor_solar
,,,,EL3_140_1,,,,,,,,,,SOPV12h_206_0,capacityfactor_solar
,,,,EL3_141_0,,,,,,,,,,SOPV12h_207_1,capacityfactor_solar
,,,,EL3_142_0,,,,,,,,,,SOPV12h_207_0,capacityfactor_solar
,,,,EL3_143_0,,,,,,,,,,SOPV12h_208_1,capacityfactor_solar
,,,,EL3_143_1,,,,,,,,,,SOPV12h_208_0,capacityfactor_solar
,,,,EL3_144_0,,,,,,,,,,SOPV12h_209_1,capacityfactor_solar
,,,,EL3_144_1,,,,,,,,,,SOPV12h_209_0,capacityfactor_solar
,,,,EL3_145_0,,,,,,,,,,SOPV12h_217_1,capacityfactor_solar
,,,,EL3_145_1,,,,,,,,,,SOPV12h_217_0,capacityfactor_solar
,,,,EL3_146_0,,,,,,,,,,SOPV12h_218_1,capacityfactor_solar
,,,,EL3_147_0,,,,,,,,,,SOPV12h_218_0,capacityfactor_solar
,,,,EL3_147_1,,,,,,,,,,SOPV12h_219_1,capacityfactor_solar
,,,,EL3_148_0,,,,,,,,,,SOPV12h_219_0,capacityfactor_solar
,,,,EL3_148_1,,,,,,,,,,SOPV12h_220_1,capacityfactor_solar
,,,,EL3_149_0,,,,,,,,,,SOPV12h_220_0,capacityfactor_solar
,,,,EL3_149_1,,,,,,,,,,SOPV12h_221_1,capacityfactor_solar
,,,,EL3_150_0,,,,,,,,,,SOPV12h_221_0,capacityfactor_solar
,,,,EL3_151_0,,,,,,,,,,SOPV12h_222_1,capacityfactor_solar
,,,,EL3_152_0,,,,,,,,,,SOPV12h_222_0,capacityfactor_solar
,,,,EL3_153_0,,,,,,,,,,SOPV12h_223_1,capacityfactor_solar
,,,,EL3_153_1,,,,,,,,,,SOPV12h_223_0,capacityfactor_solar
,,,,EL3_154_0,,,,,,,,,,SOPV12h_224_1,capacityfactor_solar
,,,,EL3_155_0,,,,,,,,,,SOPV12h_224_0,capacityfactor_solar
,,,,EL3_156_0,,,,,,,,,,SOPV12h_225_1,capacityfactor_solar
,,,,EL3_157_0,,,,,,,,,,SOPV12h_225_0,capacityfactor_solar
,,,,EL3_158_0,,,,,,,,,,SOPV12h_226_1,capacityfactor_solar
,,,,EL3_159_0,,,,,,,,,,SOPV12h_226_0,capacityfactor_solar
,,,,EL3_160_0,,,,,,,,,,SOPV12h_227_1,capacityfactor_solar
,,,,EL3_160_1,,,,,,,,,,SOPV12h_227_0,capacityfactor_solar
,,,,EL3_161_0,,,,,,,,,,SOPV12h_228_1,capacityfactor_solar
,,,,EL3_161_1,,,,,,,,,,SOPV12h_228_0,capacityfactor_solar
,,,,EL3_162_0,,,,,,,,,,SOPV12h_229_1,capacityfactor_solar
,,,,EL3_162_1,,,,,,,,,,SOPV12h_229_0,capacityfactor_solar
,,,,EL3_163_0,,,,,,,,,,SOPV12h_232_1,capacityfactor_solar
,,,,EL3_163_1,,,,,,,,,,SOPV12h_232_0,capacityfactor_solar
,,,,EL3_164_0,,,,,,,,,,SOPV12h_233_1,capacityfactor_solar
,,,,EL3_164_1,,,,,,,,,,SOPV12h_233_0,capacityfactor_solar
,,,,EL3_165_0,,,,,,,,,,SOPV12h_237_1,capacityfactor_solar
,,,,EL3_165_1,,,,,,,,,,SOPV12h_237_0,capacityfactor_solar
,,,,EL3_166_0,,,,,,,,,,SOPV12h_238_1,capacityfactor_solar
,,,,EL3_166_1,,,,,,,,,,SOPV12h_238_0,capacityfactor_solar
,,,,EL3_167_0,,,,,,,,,,SOPV12h_239_1,capacityfactor_solar
,,,,EL3_167_1,,,,,,,,,,SOPV12h_239_0,capacityfactor_solar
,,,,EL3_168_0,,,,,,,,,,SOPV12h_240_1,capacityfactor_solar
,,,,EL3_168_1,,,,,,,,,,SOPV12h_240_0,capacityfactor_solar
,,,,EL3_169_0,,,,,,,,,,SOPV12h_241_1,capacityfactor_solar
,,,,EL3_170_0,,,,,,,,,,SOPV12h_241_0,capacityfactor_solar
,,,,EL3_170_1,,,,,,,,,,SOPV12h_242_1,capacityfactor_solar
,,,,EL3_171_0,,,,,,,,,,SOPV12h_242_0,capacityfactor_solar
,,,,EL3_171_1,,,,,,,,,,SOPV12h_243_1,capacityfactor_solar
,,,,EL3_172_0,,,,,,,,,,SOPV12h_243_0,capacityfactor_solar
,,,,EL3_172_1,,,,,,,,,,SOPV12h_244_1,capacityfactor_solar
,,,,EL3_173_0,,,,,,,,,,SOPV12h_244_0,capacityfactor_solar
,,,,EL3_173_1,,,,,,,,,,SOPV12h_245_1,capacityfactor_solar
,,,,EL3_174_0,,,,,,,,,,SOPV12h_245_0,capacityfactor_solar
,,,,EL3_174_1,,,,,,,,,,SOPV12h_246_1,capacityfactor_solar
,,,,EL3_175_0,,,,,,,,,,SOPV12h_246_0,capacityfactor_solar
,,,,EL3_176_0,,,,,,,,,,SOPV12h_247_1,capacityfactor_solar
,,,,EL3_177_0,,,,,,,,,,SOPV12h_247_0,capacityfactor_solar
,,,,EL3_178_0,,,,,,,,,,SOPV12h_248_1,capacityfactor_solar
,,,,EL3_178_1,,,,,,,,,,SOPV12h_248_0,capacityfactor_solar
,,,,EL3_179_0,,,,,,,,,,SOPV12h_249_1,capacityfactor_solar
,,,,EL3_179_1,,,,,,,,,,SOPV12h_249_0,capacityfactor_solar
,,,,EL3_180_0,,,,,,,,,,SOPV12h_250_1,capacityfactor_solar
,,,,EL3_180_1,,,,,,,,,,SOPV12h_250_0,capacityfactor_solar
,,,,EL3_181_0,,,,,,,,,,SOPV12h_251_1,capacityfactor_solar
,,,,EL3_181_1,,,,,,,,,,SOPV12h_251_0,capacityfactor_solar
,,,,EL3_182_0,,,,,,,,,,SOPV12h_252_1,capacityfactor_solar
,,,,EL3_182_1,,,,,,,,,,SOPV12h_252_0,capacityfactor_solar
,,,,EL3_183_0,,,,,,,,,,SOPV12h_253_1,capacityfactor_solar
,,,,EL3_183_1,,,,,,,,,,SOPV12h_253_0,capacityfactor_solar
,,,,EL3_184_0,,,,,,,,,,SOPV12h_257_1,capacityfactor_solar
,,,,EL3_184_1,,,,,,,,,,SOPV12h_257_0,capacityfactor_solar
,,,,EL3_185_0,,,,,,,,,,SOPV12h_258_1,capacityfactor_solar
,,,,EL3_185_1,,,,,,,,,,SOPV12h_258_0,capacityfactor_solar
,,,,EL3_186_0,,,,,,,,,,SOPV12h_259_1,capacityfactor_solar
,,,,EL3_186_1,,,,,,,,,,SOPV12h_259_0,capacityfactor_solar
,,,,EL3_187_0,,,,,,,,,,SOPV12h_260_1,capacityfactor_solar
,,,,EL3_187_1,,,,,,,,,,SOPV12h_260_0,capacityfactor_solar
,,,,EL3_188_0,,,,,,,,,,SOPV12h_261_1,capacityfactor_solar
,,,,EL3_188_1,,,,,,,,,,SOPV12h_261_0,capacityfactor_solar
,,,,EL3_189_0,,,,,,,,,,SOPV12h_262_1,capacityfactor_solar
,,,,EL3_189_1,,,,,,,,,,SOPV12h_262_0,capacityfactor_solar
,,,,EL3_190_0,,,,,,,,,,SOPV12h_263_1,capacityfactor_solar
,,,,EL3_190_1,,,,,,,,,,SOPV12h_263_0,capacityfactor_solar
,,,,EL3_191_0,,,,,,,,,,SOPV12h_264_1,capacityfactor_solar
,,,,EL3_191_1,,,,,,,,,,SOPV12h_264_0,capacityfactor_solar
,,,,EL3_192_0,,,,,,,,,,SOPV12h_265_1,capacityfactor_solar
,,,,EL3_192_1,,,,,,,,,,SOPV12h_265_0,capacityfactor_solar
,,,,EL3_193_0,,,,,,,,,,SOPV12h_266_1,capacityfactor_solar
,,,,EL3_193_1,,,,,,,,,,SOPV12h_266_0,capacityfactor_solar
,,,,EL3_194_0,,,,,,,,,,SOPV12h_267_1,capacityfactor_solar
,,,,EL3_195_0,,,,,,,,,,SOPV12h_267_0,capacityfactor_solar
,,,,EL3_196_0,,,,,,,,,,SOPV12h_268_1,capacityfactor_solar
,,,,EL3_197_0,,,,,,,,,,SOPV12h_268_0,capacityfactor_solar
,,,,EL3_197_1,,,,,,,,,,SOPV12h_269_1,capacityfactor_solar
,,,,EL3_198_0,,,,,,,,,,SOPV12h_269_0,capacityfactor_solar
,,,,EL3_198_1,,,,,,,,,,SOPV12h_270_1,capacityfactor_solar
,,,,EL3_199_0,,,,,,,,,,SOPV12h_270_0,capacityfactor_solar
,,,,EL3_199_1,,,,,,,,,,SOPV12h_271_1,capacityfactor_solar
,,,,EL3_200_0,,,,,,,,,,SOPV12h_271_0,capacityfactor_solar
,,,,EL3_200_1,,,,,,,,,,SOPV12h_272_1,capacityfactor_solar
,,,,EL3_201_0,,,,,,,,,,SOPV12h_272_0,capacityfactor_solar
,,,,EL3_201_1,,,,,,,,,,SOPV12h_277_1,capacityfactor_solar
,,,,EL3_202_0,,,,,,,,,,SOPV12h_277_0,capacityfactor_solar
,,,,EL3_202_1,,,,,,,,,,SOPV12h_278_1,capacityfactor_solar
,,,,EL3_203_0,,,,,,,,,,SOPV12h_278_0,capacityfactor_solar
,,,,EL3_203_1,,,,,,,,,,SOPV12h_279_1,capacityfactor_solar
,,,,EL3_204_0,,,,,,,,,,SOPV12h_279_0,capacityfactor_solar
,,,,EL3_204_1,,,,,,,,,,SOPV12h_280_1,capacityfactor_solar
,,,,EL3_205_0,,,,,,,,,,SOPV12h_280_0,capacityfactor_solar
,,,,EL3_205_1,,,,,,,,,,SOPV12h_281_1,capacityfactor_solar
,,,,EL3_206_0,,,,,,,,,,SOPV12h_281_0,capacityfactor_solar
,,,,EL3_206_1,,,,,,,,,,SOPV12h_282_1,capacityfactor_solar
,,,,EL3_207_0,,,,,,,,,,SOPV12h_282_0,capacityfactor_solar
,,,,EL3_207_1,,,,,,,,,,SOPV12h_283_1,capacityfactor_solar
,,,,EL3_208_0,,,,,,,,,,SOPV12h_283_0,capacityfactor_solar
,,,,EL3_208_1,,,,,,,,,,SOPV12h_284_1,capacityfactor_solar
,,,,EL3_209_0,,,,,,,,,,SOPV12h_284_0,capacityfactor_solar
,,,,EL3_209_1,,,,,,,,,,SOPV12h_285_1,capacityfactor_solar
,,,,EL3_210_0,,,,,,,,,,SOPV12h_285_0,capacityfactor_solar
,,,,EL3_211_0,,,,,,,,,,SOPV12h_286_1,capacityfactor_solar
,,,,EL3_212_0,,,,,,,,,,SOPV12h_286_0,capacityfactor_solar
,,,,EL3_213_0,,,,,,,,,,SOPV12h_287_1,capacityfactor_solar
,,,,EL3_214_0,,,,,,,,,,SOPV12h_287_0,capacityfactor_solar
,,,,EL3_215_0,,,,,,,,,,SOPV12h_288_1,capacityfactor_solar
,,,,EL3_216_0,,,,,,,,,,SOPV12h_288_0,capacityfactor_solar
,,,,EL3_217_0,,,,,,,,,,SOPV12h_291_1,capacityfactor_solar
,,,,EL3_217_1,,,,,,,,,,SOPV12h_291_0,capacityfactor_solar
,,,,EL3_218_0,,,,,,,,,,SOPV12h_292_1,capacityfactor_solar
,,,,EL3_218_1,,,,,,,,,,SOPV12h_292_0,capacityfactor_solar
,,,,EL3_219_0,,,,,,,,,,SOPV12h_297_1,capacityfactor_solar
,,,,EL3_219_1,,,,,,,,,,SOPV12h_297_0,capacityfactor_solar
,,,,EL3_220_0,,,,,,,,,,SOPV12h_298_1,capacityfactor_solar
,,,,EL3_220_1,,,,,,,,,,SOPV12h_298_0,capacityfactor_solar
,,,,EL3_221_0,,,,,,,,,,SOPV12h_299_1,capacityfactor_solar
,,,,EL3_221_1,,,,,,,,,,SOPV12h_299_0,capacityfactor_solar
,,,,EL3_222_0,,,,,,,,,,SOPV12h_300_1,capacityfactor_solar
