,Column,Fuel,Technology,Inputactivity,ModeofOperation
1810,0,SOLAR_304,SOPV_304_1,1,1
1811,0,SOLAR_304,SOPV_304_0,1,1
1812,0,SOLAR_304,SOPV8h_304_1,1,1
1813,0,SOLAR_304,SOPV8h_304_0,1,1
1814,0,SOLAR_304,SOPV12h_304_1,1,1
1826,0,SOLAR_305,SOPV12h_305_0,1,1
1816,0,KEEL2_304,TRLV_304_1,1,1
1817,0,KEEL2_304,TRLV_304_0,1,1
1818,0,EL2_305,TRLV_305_1,1,1
1819,0,EL2_305,TRLV_305_0,1,1
1820,0,KEEL2,KEEL00d_305,1,1
1821,0,SOLAR_305,SOPV_305_1,1,1
1822,0,SOLAR_305,SOPV_305_0,1,1
1823,0,SOLAR_305,SOPV8h_305_1,1,1
1824,0,SOLAR_305,SOPV8h_305_0,1,1
1825,0,SOLAR_305,SOPV12h_305_1,1,1
1837,0,SOLAR_310,SOPV12h_310_0,1,1
1827,0,KEEL2_305,TRLV_305_1,1,1
1828,0,KEEL2_305,TRLV_305_0,1,1
1829,0,EL2_310,TRLV_310_1,1,1
1830,0,EL2_310,TRLV_310_0,1,1
1831,0,KEEL2,KEEL00d_310,1,1
1832,0,SOLAR_310,SOPV_310_1,1,1
1833,0,SOLAR_310,SOPV_310_0,1,1
1834,0,SOLAR_310,SOPV8h_310_1,1,1
1835,0,SOLAR_310,SOPV8h_310_0,1,1
1836,0,SOLAR_310,SOPV12h_310_1,1,1
1848,0,SOLAR_314,SOPV12h_314_0,1,1
1838,0,KEEL2_310,TRLV_310_1,1,1
1839,0,KEEL2_310,TRLV_310_0,1,1
1840,0,EL2_314,TRLV_314_1,1,1
1841,0,EL2_314,TRLV_314_0,1,1
1842,0,KEEL2,KEEL00d_314,1,1
1843,0,SOLAR_314,SOPV_314_1,1,1
1844,0,SOLAR_314,SOPV_314_0,1,1
1845,0,SOLAR_314,SOPV8h_314_1,1,1
1846,0,SOLAR_314,SOPV8h_314_0,1,1
1847,0,SOLAR_314,SOPV12h_314_1,1,1
1859,0,SOLAR_315,SOPV12h_315_0,1,1
1849,0,KEEL2_314,TRLV_314_1,1,1
1850,0,KEEL2_314,TRLV_314_0,1,1
1851,0,EL2_315,TRLV_315_1,1,1
1852,0,EL2_315,TRLV_315_0,1,1
1853,0,KEEL2,KEEL00d_315,1,1
1854,0,SOLAR_315,SOPV_315_1,1,1
1855,0,SOLAR_315,SOPV_315_0,1,1
1856,0,SOLAR_315,SOPV8h_315_1,1,1
1857,0,SOLAR_315,SOPV8h_315_0,1,1
1858,0,SOLAR_315,SOPV12h_315_1,1,1
1870,0,SOLAR_316,SOPV12h_316_0,1,1
1860,0,KEEL2_315,TRLV_315_1,1,1
1861,0,KEEL2_315,TRLV_315_0,1,1
1862,0,EL2_316,TRLV_316_1,1,1
1863,0,EL2_316,TRLV_316_0,1,1
1864,0,KEEL2,KEEL00d_316,1,1
1865,0,SOLAR_316,SOPV_316_1,1,1
1866,0,SOLAR_316,SOPV_316_0,1,1
1867,0,SOLAR_316,SOPV8h_316_1,1,1
1868,0,SOLAR_316,SOPV8h_316_0,1,1
1869,0,SOLAR_316,SOPV12h_316_1,1,1
1881,0,SOLAR_317,SOPV12h_317_0,1,1
1871,0,KEEL2_316,TRLV_316_1,1,1
1872,0,KEEL2_316,TRLV_316_0,1,1
1873,0,EL2_317,TRLV_317_1,1,1
1874,0,EL2_317,TRLV_317_0,1,1
1875,0,KEEL2,KEEL00d_317,1,1
1876,0,SOLAR_317,SOPV_317_1,1,1
1877,0,SOLAR_317,SOPV_317_0,1,1
1878,0,SOLAR_317,SOPV8h_317_1,1,1
1879,0,SOLAR_317,SOPV8h_317_0,1,1
1880,0,SOLAR_317,SOPV12h_317_1,1,1
1892,0,SOLAR_318,SOPV12h_318_0,1,1
1882,0,KEEL2_317,TRLV_317_1,1,1
1883,0,KEEL2_317,TRLV_317_0,1,1
1884,0,EL2_318,TRLV_318_1,1,1
1885,0,EL2_318,TRLV_318_0,1,1
1886,0,KEEL2,KEEL00d_318,1,1
1887,0,SOLAR_318,SOPV_318_1,1,1
1888,0,SOLAR_318,SOPV_318_0,1,1
1889,0,SOLAR_318,SOPV8h_318_1,1,1
1890,0,SOLAR_318,SOPV8h_318_0,1,1
1891,0,SOLAR_318,SOPV12h_318_1,1,1
1903,0,SOLAR_319,SOPV12h_319_0,1,1
1893,0,KEEL2_318,TRLV_318_1,1,1
1894,0,KEEL2_318,TRLV_318_0,1,1
1895,0,EL2_319,TRLV_319_1,1,1
1896,0,EL2_319,TRLV_319_0,1,1
1897,0,KEEL2,KEEL00d_319,1,1
1898,0,SOLAR_319,SOPV_319_1,1,1
1899,0,SOLAR_319,SOPV_319_0,1,1
1900,0,SOLAR_319,SOPV8h_319_1,1,1
1901,0,SOLAR_319,SOPV8h_319_0,1,1
1902,0,SOLAR_319,SOPV12h_319_1,1,1
1914,0,SOLAR_320,SOPV12h_320_0,1,1
1904,0,KEEL2_319,TRLV_319_1,1,1
1905,0,KEEL2_319,TRLV_319_0,1,1
1906,0,EL2_320,TRLV_320_1,1,1
1907,0,EL2_320,TRLV_320_0,1,1
1908,0,KEEL2,KEEL00d_320,1,1
1909,0,SOLAR_320,SOPV_320_1,1,1
1910,0,SOLAR_320,SOPV_320_0,1,1
1911,0,SOLAR_320,SOPV8h_320_1,1,1
1912,0,SOLAR_320,SOPV8h_320_0,1,1
1913,0,SOLAR_320,SOPV12h_320_1,1,1
1925,0,SOLAR_321,SOPV12h_321_0,1,1
1915,0,KEEL2_320,TRLV_320_1,1,1
1916,0,KEEL2_320,TRLV_320_0,1,1
1917,0,EL2_321,TRLV_321_1,1,1
1918,0,EL2_321,TRLV_321_0,1,1
1919,0,KEEL2,KEEL00d_321,1,1
1920,0,SOLAR_321,SOPV_321_1,1,1
1921,0,SOLAR_321,SOPV_321_0,1,1
1922,0,SOLAR_321,SOPV8h_321_1,1,1
1923,0,SOLAR_321,SOPV8h_321_0,1,1
1924,0,SOLAR_321,SOPV12h_321_1,1,1
1936,0,SOLAR_322,SOPV12h_322_0,1,1
1926,0,KEEL2_321,TRLV_321_1,1,1
1927,0,KEEL2_321,TRLV_321_0,1,1
1928,0,EL2_322,TRLV_322_1,1,1
1929,0,EL2_322,TRLV_322_0,1,1
1930,0,KEEL2,KEEL00d_322,1,1
1931,0,SOLAR_322,SOPV_322_1,1,1
1932,0,SOLAR_322,SOPV_322_0,1,1
1933,0,SOLAR_322,SOPV8h_322_1,1,1
1934,0,SOLAR_322,SOPV8h_322_0,1,1
1935,0,SOLAR_322,SOPV12h_322_1,1,1
1947,0,SOLAR_327,SOPV12h_327_0,1,1
1937,0,KEEL2_322,TRLV_322_1,1,1
1938,0,KEEL2_322,TRLV_322_0,1,1
1939,0,EL2_327,TRLV_327_1,1,1
1940,0,EL2_327,TRLV_327_0,1,1
1941,0,KEEL2,KEEL00d_327,1,1
1942,0,SOLAR_327,SOPV_327_1,1,1
1943,0,SOLAR_327,SOPV_327_0,1,1
1944,0,SOLAR_327,SOPV8h_327_1,1,1
1945,0,SOLAR_327,SOPV8h_327_0,1,1
1946,0,SOLAR_327,SOPV12h_327_1,1,1
1958,0,SOLAR_329,SOPV12h_329_0,1,1
1948,0,KEEL2_327,TRLV_327_1,1,1
1949,0,KEEL2_327,TRLV_327_0,1,1
1950,0,EL2_329,TRLV_329_1,1,1
1951,0,EL2_329,TRLV_329_0,1,1
1952,0,KEEL2,KEEL00d_329,1,1
1953,0,SOLAR_329,SOPV_329_1,1,1
1954,0,SOLAR_329,SOPV_329_0,1,1
1955,0,SOLAR_329,SOPV8h_329_1,1,1
1956,0,SOLAR_329,SOPV8h_329_0,1,1
1957,0,SOLAR_329,SOPV12h_329_1,1,1
1969,0,SOLAR_330,SOPV12h_330_0,1,1
1959,0,KEEL2_329,TRLV_329_1,1,1
1960,0,KEEL2_329,TRLV_329_0,1,1
1961,0,EL2_330,TRLV_330_1,1,1
1962,0,EL2_330,TRLV_330_0,1,1
1963,0,KEEL2,KEEL00d_330,1,1
1964,0,SOLAR_330,SOPV_330_1,1,1
1965,0,SOLAR_330,SOPV_330_0,1,1
1966,0,SOLAR_330,SOPV8h_330_1,1,1
1967,0,SOLAR_330,SOPV8h_330_0,1,1
1968,0,SOLAR_330,SOPV12h_330_1,1,1
1980,0,SOLAR_331,SOPV12h_331_0,1,1
1970,0,KEEL2_330,TRLV_330_1,1,1
1971,0,KEEL2_330,TRLV_330_0,1,1
1972,0,EL2_331,TRLV_331_1,1,1
1973,0,EL2_331,TRLV_331_0,1,1
1974,0,KEEL2,KEEL00d_331,1,1
1975,0,SOLAR_331,SOPV_331_1,1,1
1976,0,SOLAR_331,SOPV_331_0,1,1
1977,0,SOLAR_331,SOPV8h_331_1,1,1
1978,0,SOLAR_331,SOPV8h_331_0,1,1
1979,0,SOLAR_331,SOPV12h_331_1,1,1
1991,0,SOLAR_332,SOPV12h_332_0,1,1
1981,0,KEEL2_331,TRLV_331_1,1,1
1982,0,KEEL2_331,TRLV_331_0,1,1
1983,0,EL2_332,TRLV_332_1,1,1
1984,0,EL2_332,TRLV_332_0,1,1
1985,0,KEEL2,KEEL00d_332,1,1
1986,0,SOLAR_332,SOPV_332_1,1,1
1987,0,SOLAR_332,SOPV_332_0,1,1
1988,0,SOLAR_332,SOPV8h_332_1,1,1
1989,0,SOLAR_332,SOPV8h_332_0,1,1
1990,0,SOLAR_332,SOPV12h_332_1,1,1
2002,0,SOLAR_333,SOPV12h_333_0,1,1
1992,0,KEEL2_332,TRLV_332_1,1,1
1993,0,KEEL2_332,TRLV_332_0,1,1
1994,0,EL2_333,TRLV_333_1,1,1
1995,0,EL2_333,TRLV_333_0,1,1
1996,0,KEEL2,KEEL00d_333,1,1
1997,0,SOLAR_333,SOPV_333_1,1,1
1998,0,SOLAR_333,SOPV_333_0,1,1
1999,0,SOLAR_333,SOPV8h_333_1,1,1
2000,0,SOLAR_333,SOPV8h_333_0,1,1
2001,0,SOLAR_333,SOPV12h_333_1,1,1
2013,0,SOLAR_334,SOPV12h_334_0,1,1
2003,0,KEEL2_333,TRLV_333_1,1,1
2004,0,KEEL2_333,TRLV_333_0,1,1
2005,0,EL2_334,TRLV_334_1,1,1
2006,0,EL2_334,TRLV_334_0,1,1
2007,0,KEEL2,KEEL00d_334,1,1
2008,0,SOLAR_334,SOPV_334_1,1,1
2009,0,SOLAR_334,SOPV_334_0,1,1
2010,0,SOLAR_334,SOPV8h_334_1,1,1
2011,0,SOLAR_334,SOPV8h_334_0,1,1
2012,0,SOLAR_334,SOPV12h_334_1,1,1
2024,0,SOLAR_335,SOPV12h_335_0,1,1
2014,0,KEEL2_334,TRLV_334_1,1,1
2015,0,KEEL2_334,TRLV_334_0,1,1
2016,0,EL2_335,TRLV_335_1,1,1
2017,0,EL2_335,TRLV_335_0,1,1
2018,0,KEEL2,KEEL00d_335,1,1
2019,0,SOLAR_335,SOPV_335_1,1,1
2020,0,SOLAR_335,SOPV_335_0,1,1
2021,0,SOLAR_335,SOPV8h_335_1,1,1
2022,0,SOLAR_335,SOPV8h_335_0,1,1
2023,0,SOLAR_335,SOPV12h_335_1,1,1
2035,0,SOLAR_336,SOPV12h_336_0,1,1
2025,0,KEEL2_335,TRLV_335_1,1,1
2026,0,KEEL2_335,TRLV_335_0,1,1
2027,0,EL2_336,TRLV_336_1,1,1
2028,0,EL2_336,TRLV_336_0,1,1
2029,0,KEEL2,KEEL00d_336,1,1
2030,0,SOLAR_336,SOPV_336_1,1,1
2031,0,SOLAR_336,SOPV_336_0,1,1
2032,0,SOLAR_336,SOPV8h_336_1,1,1
2033,0,SOLAR_336,SOPV8h_336_0,1,1
2034,0,SOLAR_336,SOPV12h_336_1,1,1
2046,0,SOLAR_337,SOPV12h_337_0,1,1
2036,0,KEEL2_336,TRLV_336_1,1,1
2037,0,KEEL2_336,TRLV_336_0,1,1
2038,0,EL2_337,TRLV_337_1,1,1
2039,0,EL2_337,TRLV_337_0,1,1
2040,0,KEEL2,KEEL00d_337,1,1
2041,0,SOLAR_337,SOPV_337_1,1,1
2042,0,SOLAR_337,SOPV_337_0,1,1
2043,0,SOLAR_337,SOPV8h_337_1,1,1
2044,0,SOLAR_337,SOPV8h_337_0,1,1
2045,0,SOLAR_337,SOPV12h_337_1,1,1
2057,0,SOLAR_341,SOPV12h_341_0,1,1
2047,0,KEEL2_337,TRLV_337_1,1,1
2048,0,KEEL2_337,TRLV_337_0,1,1
2049,0,EL2_341,TRLV_341_1,1,1
2050,0,EL2_341,TRLV_341_0,1,1
2051,0,KEEL2,KEEL00d_341,1,1
2052,0,SOLAR_341,SOPV_341_1,1,1
2053,0,SOLAR_341,SOPV_341_0,1,1
2054,0,SOLAR_341,SOPV8h_341_1,1,1
2055,0,SOLAR_341,SOPV8h_341_0,1,1
2056,0,SOLAR_341,SOPV12h_341_1,1,1
2068,0,SOLAR_342,SOPV12h_342_0,1,1
2058,0,KEEL2_341,TRLV_341_1,1,1
2059,0,KEEL2_341,TRLV_341_0,1,1
2060,0,EL2_342,TRLV_342_1,1,1
2061,0,EL2_342,TRLV_342_0,1,1
2062,0,KEEL2,KEEL00d_342,1,1
2063,0,SOLAR_342,SOPV_342_1,1,1
2064,0,SOLAR_342,SOPV_342_0,1,1
2065,0,SOLAR_342,SOPV8h_342_1,1,1
2066,0,SOLAR_342,SOPV8h_342_0,1,1
2067,0,SOLAR_342,SOPV12h_342_1,1,1
2079,0,SOLAR_343,SOPV12h_343_0,1,1
2069,0,KEEL2_342,TRLV_342_1,1,1
2070,0,KEEL2_342,TRLV_342_0,1,1
2071,0,EL2_343,TRLV_343_1,1,1
2072,0,EL2_343,TRLV_343_0,1,1
2073,0,KEEL2,KEEL00d_343,1,1
2074,0,SOLAR_343,SOPV_343_1,1,1
2075,0,SOLAR_343,SOPV_343_0,1,1
2076,0,SOLAR_343,SOPV8h_343_1,1,1
2077,0,SOLAR_343,SOPV8h_343_0,1,1
2078,0,SOLAR_343,SOPV12h_343_1,1,1
2090,0,SOLAR_344,SOPV12h_344_0,1,1
2080,0,KEEL2_343,TRLV_343_1,1,1
2081,0,KEEL2_343,TRLV_343_0,1,1
2082,0,EL2_344,TRLV_344_1,1,1
2083,0,EL2_344,TRLV_344_0,1,1
2084,0,KEEL2,KEEL00d_344,1,1
2085,0,SOLAR_344,SOPV_344_1,1,1
2086,0,SOLAR_344,SOPV_344_0,1,1
2087,0,SOLAR_344,SOPV8h_344_1,1,1
2088,0,SOLAR_344,SOPV8h_344_0,1,1
2089,0,SOLAR_344,SOPV12h_344_1,1,1
2101,0,SOLAR_345,SOPV12h_345_0,1,1
2091,0,KEEL2_344,TRLV_344_1,1,1
2092,0,KEEL2_344,TRLV_344_0,1,1
2093,0,EL2_345,TRLV_345_1,1,1
2094,0,EL2_345,TRLV_345_0,1,1
2095,0,KEEL2,KEEL00d_345,1,1
2096,0,SOLAR_345,SOPV_345_1,1,1
2097,0,SOLAR_345,SOPV_345_0,1,1
2098,0,SOLAR_345,SOPV8h_345_1,1,1
2099,0,SOLAR_345,SOPV8h_345_0,1,1
2100,0,SOLAR_345,SOPV12h_345_1,1,1
2112,0,SOLAR_346,SOPV12h_346_0,1,1
2102,0,KEEL2_345,TRLV_345_1,1,1
2103,0,KEEL2_345,TRLV_345_0,1,1
2104,0,EL2_346,TRLV_346_1,1,1
2105,0,EL2_346,TRLV_346_0,1,1
2106,0,KEEL2,KEEL00d_346,1,1
2107,0,SOLAR_346,SOPV_346_1,1,1
2108,0,SOLAR_346,SOPV_346_0,1,1
2109,0,SOLAR_346,SOPV8h_346_1,1,1
2110,0,SOLAR_346,SOPV8h_346_0,1,1
2111,0,SOLAR_346,SOPV12h_346_1,1,1
2123,0,SOLAR_347,SOPV12h_347_0,1,1
2113,0,KEEL2_346,TRLV_346_1,1,1
2114,0,KEEL2_346,TRLV_346_0,1,1
2115,0,EL2_347,TRLV_347_1,1,1
2116,0,EL2_347,TRLV_347_0,1,1
2117,0,KEEL2,KEEL00d_347,1,1
2118,0,SOLAR_347,SOPV_347_1,1,1
2119,0,SOLAR_347,SOPV_347_0,1,1
2120,0,SOLAR_347,SOPV8h_347_1,1,1
2121,0,SOLAR_347,SOPV8h_347_0,1,1
2122,0,SOLAR_347,SOPV12h_347_1,1,1
2134,0,SOLAR_348,SOPV12h_348_0,1,1
2124,0,KEEL2_347,TRLV_347_1,1,1
2125,0,KEEL2_347,TRLV_347_0,1,1
2126,0,EL2_348,TRLV_348_1,1,1
2127,0,EL2_348,TRLV_348_0,1,1
2128,0,KEEL2,KEEL00d_348,1,1
2129,0,SOLAR_348,SOPV_348_1,1,1
2130,0,SOLAR_348,SOPV_348_0,1,1
2131,0,SOLAR_348,SOPV8h_348_1,1,1
2132,0,SOLAR_348,SOPV8h_348_0,1,1
2133,0,SOLAR_348,SOPV12h_348_1,1,1
2145,0,SOLAR_352,SOPV12h_352_0,1,1
2135,0,KEEL2_348,TRLV_348_1,1,1
2136,0,KEEL2_348,TRLV_348_0,1,1
2137,0,EL2_352,TRLV_352_1,1,1
2138,0,EL2_352,TRLV_352_0,1,1
2139,0,KEEL2,KEEL00d_352,1,1
2140,0,SOLAR_352,SOPV_352_1,1,1
2141,0,SOLAR_352,SOPV_352_0,1,1
2142,0,SOLAR_352,SOPV8h_352_1,1,1
2143,0,SOLAR_352,SOPV8h_352_0,1,1
2144,0,SOLAR_352,SOPV12h_352_1,1,1
2156,0,SOLAR_353,SOPV12h_353_0,1,1
2146,0,KEEL2_352,TRLV_352_1,1,1
2147,0,KEEL2_352,TRLV_352_0,1,1
2148,0,EL2_353,TRLV_353_1,1,1
2149,0,EL2_353,TRLV_353_0,1,1
2150,0,KEEL2,KEEL00d_353,1,1
2151,0,SOLAR_353,SOPV_353_1,1,1
2152,0,SOLAR_353,SOPV_353_0,1,1
2153,0,SOLAR_353,SOPV8h_353_1,1,1
2154,0,SOLAR_353,SOPV8h_353_0,1,1
2155,0,SOLAR_353,SOPV12h_353_1,1,1
2167,0,SOLAR_354,SOPV12h_354_0,1,1
2157,0,KEEL2_353,TRLV_353_1,1,1
2158,0,KEEL2_353,TRLV_353_0,1,1
2159,0,EL2_354,TRLV_354_1,1,1
2160,0,EL2_354,TRLV_354_0,1,1
2161,0,KEEL2,KEEL00d_354,1,1
2162,0,SOLAR_354,SOPV_354_1,1,1
2163,0,SOLAR_354,SOPV_354_0,1,1
2164,0,SOLAR_354,SOPV8h_354_1,1,1
2165,0,SOLAR_354,SOPV8h_354_0,1,1
2166,0,SOLAR_354,SOPV12h_354_1,1,1
2178,0,SOLAR_355,SOPV12h_355_0,1,1
2168,0,KEEL2_354,TRLV_354_1,1,1
2169,0,KEEL2_354,TRLV_354_0,1,1
2170,0,EL2_355,TRLV_355_1,1,1
2171,0,EL2_355,TRLV_355_0,1,1
2172,0,KEEL2,KEEL00d_355,1,1
2173,0,SOLAR_355,SOPV_355_1,1,1
2174,0,SOLAR_355,SOPV_355_0,1,1
2175,0,SOLAR_355,SOPV8h_355_1,1,1
2176,0,SOLAR_355,SOPV8h_355_0,1,1
2177,0,SOLAR_355,SOPV12h_355_1,1,1
2189,0,SOLAR_356,SOPV12h_356_0,1,1
2179,0,KEEL2_355,TRLV_355_1,1,1
2180,0,KEEL2_355,TRLV_355_0,1,1
2181,0,EL2_356,TRLV_356_1,1,1
2182,0,EL2_356,TRLV_356_0,1,1
2183,0,KEEL2,KEEL00d_356,1,1
2184,0,SOLAR_356,SOPV_356_1,1,1
2185,0,SOLAR_356,SOPV_356_0,1,1
2186,0,SOLAR_356,SOPV8h_356_1,1,1
2187,0,SOLAR_356,SOPV8h_356_0,1,1
2188,0,SOLAR_356,SOPV12h_356_1,1,1
2200,0,SOLAR_358,SOPV12h_358_0,1,1
2190,0,KEEL2_356,TRLV_356_1,1,1
2191,0,KEEL2_356,TRLV_356_0,1,1
2192,0,EL2_358,TRLV_358_1,1,1
2193,0,EL2_358,TRLV_358_0,1,1
2194,0,KEEL2,KEEL00d_358,1,1
2195,0,SOLAR_358,SOPV_358_1,1,1
2196,0,SOLAR_358,SOPV_358_0,1,1
2197,0,SOLAR_358,SOPV8h_358_1,1,1
2198,0,SOLAR_358,SOPV8h_358_0,1,1
2199,0,SOLAR_358,SOPV12h_358_1,1,1
2211,0,SOLAR_359,SOPV12h_359_0,1,1
2201,0,KEEL2_358,TRLV_358_1,1,1
2202,0,KEEL2_358,TRLV_358_0,1,1
2203,0,EL2_359,TRLV_359_1,1,1
2204,0,EL2_359,TRLV_359_0,1,1
2205,0,KEEL2,KEEL00d_359,1,1
2206,0,SOLAR_359,SOPV_359_1,1,1
2207,0,SOLAR_359,SOPV_359_0,1,1
2208,0,SOLAR_359,SOPV8h_359_1,1,1
2209,0,SOLAR_359,SOPV8h_359_0,1,1
2210,0,SOLAR_359,SOPV12h_359_1,1,1
2222,0,SOLAR_360,SOPV12h_360_0,1,1
2212,0,KEEL2_359,TRLV_359_1,1,1
2213,0,KEEL2_359,TRLV_359_0,1,1
2214,0,EL2_360,TRLV_360_1,1,1
2215,0,EL2_360,TRLV_360_0,1,1
2216,0,KEEL2,KEEL00d_360,1,1
2217,0,SOLAR_360,SOPV_360_1,1,1
2218,0,SOLAR_360,SOPV_360_0,1,1
2219,0,SOLAR_360,SOPV8h_360_1,1,1
2220,0,SOLAR_360,SOPV8h_360_0,1,1
2221,0,SOLAR_360,SOPV12h_360_1,1,1
2233,0,SOLAR_361,SOPV12h_361_0,1,1
2223,0,KEEL2_360,TRLV_360_1,1,1
2224,0,KEEL2_360,TRLV_360_0,1,1
2225,0,EL2_361,TRLV_361_1,1,1
2226,0,EL2_361,TRLV_361_0,1,1
2227,0,KEEL2,KEEL00d_361,1,1
2228,0,SOLAR_361,SOPV_361_1,1,1
2229,0,SOLAR_361,SOPV_361_0,1,1
2230,0,SOLAR_361,SOPV8h_361_1,1,1
2231,0,SOLAR_361,SOPV8h_361_0,1,1
2232,0,SOLAR_361,SOPV12h_361_1,1,1
2244,0,SOLAR_362,SOPV12h_362_0,1,1
2234,0,KEEL2_361,TRLV_361_1,1,1
2235,0,KEEL2_361,TRLV_361_0,1,1
2236,0,EL2_362,TRLV_362_1,1,1
2237,0,EL2_362,TRLV_362_0,1,1
2238,0,KEEL2,KEEL00d_362,1,1
2239,0,SOLAR_362,SOPV_362_1,1,1
2240,0,SOLAR_362,SOPV_362_0,1,1
2241,0,SOLAR_362,SOPV8h_362_1,1,1
2242,0,SOLAR_362,SOPV8h_362_0,1,1
2243,0,SOLAR_362,SOPV12h_362_1,1,1
2255,0,SOLAR_363,SOPV12h_363_0,1,1
2245,0,KEEL2_362,TRLV_362_1,1,1
2246,0,KEEL2_362,TRLV_362_0,1,1
2247,0,EL2_363,TRLV_363_1,1,1
2248,0,EL2_363,TRLV_363_0,1,1
2249,0,KEEL2,KEEL00d_363,1,1
2250,0,SOLAR_363,SOPV_363_1,1,1
2251,0,SOLAR_363,SOPV_363_0,1,1
2252,0,SOLAR_363,SOPV8h_363_1,1,1
2253,0,SOLAR_363,SOPV8h_363_0,1,1
2254,0,SOLAR_363,SOPV12h_363_1,1,1
2266,0,SOLAR_364,SOPV12h_364_0,1,1
2256,0,KEEL2_363,TRLV_363_1,1,1
2257,0,KEEL2_363,TRLV_363_0,1,1
2258,0,EL2_364,TRLV_364_1,1,1
2259,0,EL2_364,TRLV_364_0,1,1
2260,0,KEEL2,KEEL00d_364,1,1
2261,0,SOLAR_364,SOPV_364_1,1,1
2262,0,SOLAR_364,SOPV_364_0,1,1
2263,0,SOLAR_364,SOPV8h_364_1,1,1
2264,0,SOLAR_364,SOPV8h_364_0,1,1
2265,0,SOLAR_364,SOPV12h_364_1,1,1
2277,0,SOLAR_365,SOPV12h_365_0,1,1
2267,0,KEEL2_364,TRLV_364_1,1,1
2268,0,KEEL2_364,TRLV_364_0,1,1
2269,0,EL2_365,TRLV_365_1,1,1
2270,0,EL2_365,TRLV_365_0,1,1
2271,0,KEEL2,KEEL00d_365,1,1
2272,0,SOLAR_365,SOPV_365_1,1,1
2273,0,SOLAR_365,SOPV_365_0,1,1
2274,0,SOLAR_365,SOPV8h_365_1,1,1
2275,0,SOLAR_365,SOPV8h_365_0,1,1
2276,0,SOLAR_365,SOPV12h_365_1,1,1
2288,0,SOLAR_366,SOPV12h_366_0,1,1
2278,0,KEEL2_365,TRLV_365_1,1,1
2279,0,KEEL2_365,TRLV_365_0,1,1
2280,0,EL2_366,TRLV_366_1,1,1
2281,0,EL2_366,TRLV_366_0,1,1
2282,0,KEEL2,KEEL00d_366,1,1
2283,0,SOLAR_366,SOPV_366_1,1,1
2284,0,SOLAR_366,SOPV_366_0,1,1
2285,0,SOLAR_366,SOPV8h_366_1,1,1
2286,0,SOLAR_366,SOPV8h_366_0,1,1
2287,0,SOLAR_366,SOPV12h_366_1,1,1
2299,0,SOLAR_367,SOPV12h_367_0,1,1
2289,0,KEEL2_366,TRLV_366_1,1,1
2290,0,KEEL2_366,TRLV_366_0,1,1
2291,0,EL2_367,TRLV_367_1,1,1
2292,0,EL2_367,TRLV_367_0,1,1
2293,0,KEEL2,KEEL00d_367,1,1
2294,0,SOLAR_367,SOPV_367_1,1,1
2295,0,SOLAR_367,SOPV_367_0,1,1
2296,0,SOLAR_367,SOPV8h_367_1,1,1
2297,0,SOLAR_367,SOPV8h_367_0,1,1
2298,0,SOLAR_367,SOPV12h_367_1,1,1
2310,0,SOLAR_368,SOPV12h_368_0,1,1
2300,0,KEEL2_367,TRLV_367_1,1,1
2301,0,KEEL2_367,TRLV_367_0,1,1
2302,0,EL2_368,TRLV_368_1,1,1
2303,0,EL2_368,TRLV_368_0,1,1
2304,0,KEEL2,KEEL00d_368,1,1
2305,0,SOLAR_368,SOPV_368_1,1,1
2306,0,SOLAR_368,SOPV_368_0,1,1
2307,0,SOLAR_368,SOPV8h_368_1,1,1
2308,0,SOLAR_368,SOPV8h_368_0,1,1
2309,0,SOLAR_368,SOPV12h_368_1,1,1
2321,0,SOLAR_369,SOPV12h_369_0,1,1
2311,0,KEEL2_368,TRLV_368_1,1,1
2312,0,KEEL2_368,TRLV_368_0,1,1
2313,0,EL2_369,TRLV_369_1,1,1
2314,0,EL2_369,TRLV_369_0,1,1
2315,0,KEEL2,KEEL00d_369,1,1
2316,0,SOLAR_369,SOPV_369_1,1,1
2317,0,SOLAR_369,SOPV_369_0,1,1
2318,0,SOLAR_369,SOPV8h_369_1,1,1
2319,0,SOLAR_369,SOPV8h_369_0,1,1
2320,0,SOLAR_369,SOPV12h_369_1,1,1
2332,0,SOLAR_370,SOPV12h_370_0,1,1
2322,0,KEEL2_369,TRLV_369_1,1,1
2323,0,KEEL2_369,TRLV_369_0,1,1
2324,0,EL2_370,TRLV_370_1,1,1
2325,0,EL2_370,TRLV_370_0,1,1
2326,0,KEEL2,KEEL00d_370,1,1
2327,0,SOLAR_370,SOPV_370_1,1,1
2328,0,SOLAR_370,SOPV_370_0,1,1
2329,0,SOLAR_370,SOPV8h_370_1,1,1
2330,0,SOLAR_370,SOPV8h_370_0,1,1
2331,0,SOLAR_370,SOPV12h_370_1,1,1
2343,0,SOLAR_371,SOPV12h_371_0,1,1
2333,0,KEEL2_370,TRLV_370_1,1,1
2334,0,KEEL2_370,TRLV_370_0,1,1
2335,0,EL2_371,TRLV_371_1,1,1
2336,0,EL2_371,TRLV_371_0,1,1
2337,0,KEEL2,KEEL00d_371,1,1
2338,0,SOLAR_371,SOPV_371_1,1,1
2339,0,SOLAR_371,SOPV_371_0,1,1
2340,0,SOLAR_371,SOPV8h_371_1,1,1
2341,0,SOLAR_371,SOPV8h_371_0,1,1
2342,0,SOLAR_371,SOPV12h_371_1,1,1
