,DISTANCE,SendTech,INFUEL,INTECH,OUTFUEL
0,39210.49395,,EL2_1,TRHV_1_2,EL2_2
1,39210.49395,,EL2_2,TRHV_2_9,EL2_9
2,39210.49395,,EL2_2,TRHV_2_1,EL2_1
3,39210.49395,,EL2_2,TRHV_2_3,EL2_3
4,39210.49395,,EL2_3,TRHV_3_10,EL2_10
5,39210.49395,,EL2_3,TRHV_3_2,EL2_2
6,39210.49395,,EL2_3,TRHV_3_4,EL2_4
7,39209.99996,,EL2_3,TRHV_3_377,EL2_377
8,39210.49395,,EL2_4,TRHV_4_11,EL2_11
9,39210.49395,,EL2_4,TRHV_4_3,EL2_3
10,39210.49395,,EL2_4,TRHV_4_5,EL2_5
11,39209.99996,,EL2_4,TRHV_4_378,EL2_378
12,39210.49395,,EL2_5,TRHV_5_12,EL2_12
13,39210.49395,,EL2_5,TRHV_5_4,EL2_4
14,39210.49395,,EL2_5,TRHV_5_6,EL2_6
15,39210.49395,,EL2_6,TRHV_6_13,EL2_13
16,39210.49395,,EL2_6,TRHV_6_5,EL2_5
17,39210.49395,,EL2_6,TRHV_6_7,EL2_7
18,39210.49395,,EL2_7,TRHV_7_14,EL2_14
19,39210.49395,,EL2_7,TRHV_7_6,EL2_6
20,39210.49395,KEEL00t00,KEEL2,TRHV_grid_19,EL2_19
21,39210.49395,KEEL00t00,KEEL2,TRHV_grid_9,EL2_9
22,39210.49395,KEEL00t00,KEEL2,TRHV_grid_1,EL2_1
23,39210.49395,,EL2_9,TRHV_9_10,EL2_10
24,39210.49395,,EL2_9,TRHV_9_2,EL2_2
25,39210.49395,,EL2_10,TRHV_10_9,EL2_9
26,39210.49395,,EL2_10,TRHV_10_11,EL2_11
27,39210.49395,,EL2_10,TRHV_10_3,EL2_3
28,39210.49395,,EL2_11,TRHV_11_22,EL2_22
29,39210.49395,,EL2_11,TRHV_11_10,EL2_10
30,39210.49395,,EL2_11,TRHV_11_12,EL2_12
31,39210.49395,,EL2_11,TRHV_11_4,EL2_4
32,39210.49395,,EL2_12,TRHV_12_23,EL2_23
33,39210.49395,,EL2_12,TRHV_12_11,EL2_11
34,39210.49395,,EL2_12,TRHV_12_13,EL2_13
35,39210.49395,,EL2_12,TRHV_12_5,EL2_5
36,39210.49395,,EL2_13,TRHV_13_24,EL2_24
37,39210.49395,,EL2_13,TRHV_13_12,EL2_12
38,39210.49395,,EL2_13,TRHV_13_14,EL2_14
39,39210.49395,,EL2_13,TRHV_13_6,EL2_6
40,39210.49395,,EL2_14,TRHV_14_25,EL2_25
41,39210.49395,,EL2_14,TRHV_14_13,EL2_13
42,39210.49395,,EL2_14,TRHV_14_15,EL2_15
43,39210.49395,,EL2_14,TRHV_14_7,EL2_7
44,39210.49395,,EL2_15,TRHV_15_26,EL2_26
45,39210.49395,,EL2_15,TRHV_15_14,EL2_14
46,39210.49395,,EL2_15,TRHV_15_16,EL2_16
47,39210.49395,,EL2_16,TRHV_16_27,EL2_27
48,39210.49395,,EL2_16,TRHV_16_15,EL2_15
49,39210.49395,,EL2_17,TRHV_17_31,EL2_31
50,39210.49395,,EL2_17,TRHV_17_18,EL2_18
51,39210.49395,,EL2_18,TRHV_18_32,EL2_32
52,39210.49395,,EL2_18,TRHV_18_17,EL2_17
53,39210.49395,,EL2_19,TRHV_19_35,EL2_35
54,39210.49395,KEEL00t00,KEEL2,TRHV_grid_36,EL2_36
57,39210.49395,KEEL00t00,KEEL2,TRHV_grid_37,EL2_37
58,39210.49395,KEEL00t00,KEEL2,TRHV_grid_22,EL2_22
59,39210.49395,KEEL00t00,KEEL2,TRHV_grid_10,EL2_10
60,39210.49395,,EL2_22,TRHV_22_38,EL2_38
61,39210.49395,,EL2_22,TRHV_22_23,EL2_23
62,39210.49395,,EL2_22,TRHV_22_11,EL2_11
63,39210.49395,,EL2_23,TRHV_23_39,EL2_39
64,39210.49395,,EL2_23,TRHV_23_22,EL2_22
65,39210.49395,,EL2_23,TRHV_23_24,EL2_24
66,39210.49395,,EL2_23,TRHV_23_12,EL2_12
67,39210.49395,,EL2_24,TRHV_24_40,EL2_40
68,39210.49395,,EL2_24,TRHV_24_23,EL2_23
69,39210.49395,,EL2_24,TRHV_24_25,EL2_25
70,39210.49395,,EL2_24,TRHV_24_13,EL2_13
71,39210.49395,,EL2_25,TRHV_25_41,EL2_41
72,39210.49395,,EL2_25,TRHV_25_24,EL2_24
73,39210.49395,,EL2_25,TRHV_25_26,EL2_26
74,39210.49395,,EL2_25,TRHV_25_14,EL2_14
75,39210.49395,,EL2_26,TRHV_26_25,EL2_25
76,39210.49395,,EL2_26,TRHV_26_27,EL2_27
77,39210.49395,,EL2_26,TRHV_26_15,EL2_15
78,39210.49395,,EL2_27,TRHV_27_26,EL2_26
79,39210.49395,,EL2_27,TRHV_27_28,EL2_28
80,39210.49395,,EL2_27,TRHV_27_16,EL2_16
81,39210.49395,,EL2_28,TRHV_28_44,EL2_44
82,39210.49395,,EL2_28,TRHV_28_27,EL2_27
83,39210.49395,,EL2_28,TRHV_28_29,EL2_29
84,39210.49395,,EL2_29,TRHV_29_45,EL2_45
85,39210.49395,,EL2_29,TRHV_29_28,EL2_28
86,39210.49395,,EL2_30,TRHV_30_31,EL2_31
87,39210.49395,,EL2_31,TRHV_31_30,EL2_30
88,39210.49395,,EL2_31,TRHV_31_32,EL2_32
89,39210.49395,,EL2_31,TRHV_31_17,EL2_17
90,39210.49395,,EL2_32,TRHV_32_53,EL2_53
91,39210.49395,,EL2_32,TRHV_32_31,EL2_31
92,39210.49395,,EL2_32,TRHV_32_18,EL2_18
93,39210.49395,KEEL00t00,KEEL2,TRHV_grid_54,EL2_54
94,39210.49395,KEEL00t00,KEEL2,TRHV_grid_32,EL2_32
95,39210.49395,KEEL00t00,KEEL2,TRHV_grid_55,EL2_55
96,39210.49395,,EL2_35,TRHV_35_36,EL2_36
97,39210.49395,,EL2_35,TRHV_35_19,EL2_19
98,39210.49395,,EL2_36,TRHV_36_56,EL2_56
99,39210.49395,,EL2_36,TRHV_36_35,EL2_35
100,39210.49395,,EL2_36,TRHV_36_37,EL2_37
101,39210.49395,,EL2_37,TRHV_37_57,EL2_57
102,39210.49395,,EL2_37,TRHV_37_36,EL2_36
103,39210.49395,,EL2_37,TRHV_37_38,EL2_38
104,39210.49395,,EL2_38,TRHV_38_37,EL2_37
105,39210.49395,,EL2_38,TRHV_38_39,EL2_39
106,39210.49395,,EL2_38,TRHV_38_22,EL2_22
107,39210.49395,,EL2_39,TRHV_39_59,EL2_59
108,39210.49395,,EL2_39,TRHV_39_38,EL2_38
109,39210.49395,,EL2_39,TRHV_39_40,EL2_40
110,39210.49395,,EL2_39,TRHV_39_23,EL2_23
111,39210.49395,,EL2_40,TRHV_40_60,EL2_60
112,39210.49395,,EL2_40,TRHV_40_39,EL2_39
113,39210.49395,,EL2_40,TRHV_40_41,EL2_41
114,39210.49395,,EL2_40,TRHV_40_24,EL2_24
115,39210.49395,,EL2_41,TRHV_41_61,EL2_61
116,39210.49395,,EL2_41,TRHV_41_40,EL2_40
117,39210.49395,,EL2_41,TRHV_41_25,EL2_25
118,39210.49395,KEEL00t00,KEEL2,TRHV_grid_62,EL2_62
119,39210.49395,KEEL00t00,KEEL2,TRHV_grid_41,EL2_41
120,39210.49395,KEEL00t00,KEEL2,TRHV_grid_26,EL2_26
121,39210.49395,KEEL00t00,KEEL2,TRHV_grid_63,EL2_63
122,39210.49395,KEEL00t00,KEEL2,TRHV_grid_44,EL2_44
123,39210.49395,KEEL00t00,KEEL2,TRHV_grid_27,EL2_27
124,39210.49395,,EL2_44,TRHV_44_64,EL2_64
125,39210.49395,,EL2_44,TRHV_44_45,EL2_45
126,39210.49395,,EL2_44,TRHV_44_28,EL2_28
127,39210.49395,,EL2_45,TRHV_45_65,EL2_65
128,39210.49395,,EL2_45,TRHV_45_44,EL2_44
129,39210.49395,,EL2_45,TRHV_45_46,EL2_46
130,39210.49395,,EL2_45,TRHV_45_29,EL2_29
131,39210.49395,,EL2_46,TRHV_46_66,EL2_66
132,39210.49395,,EL2_46,TRHV_46_45,EL2_45
133,39210.49395,,EL2_46,TRHV_46_47,EL2_47
134,39210.49395,,EL2_47,TRHV_47_67,EL2_67
135,39210.49395,,EL2_47,TRHV_47_46,EL2_46
136,39210.49395,KEEL00t00,KEEL2,TRHV_grid_68,EL2_68
137,39210.49395,KEEL00t00,KEEL2,TRHV_grid_47,EL2_47
138,39210.49395,KEEL00t00,KEEL2,TRHV_grid_69,EL2_69
139,39210.49395,KEEL00t00,KEEL2,TRHV_grid_50,EL2_50
140,39210.49395,,EL2_50,TRHV_50_70,EL2_70
141,39210.49395,KEEL00t00,KEEL2,TRHV_grid_71,EL2_71
143,39210.49395,KEEL00t00,KEEL2,TRHV_grid_30,EL2_30
144,39210.49395,KEEL00t00,KEEL2,TRHV_grid_72,EL2_72
145,39210.49395,KEEL00t00,KEEL2,TRHV_grid_53,EL2_53
146,39210.49395,KEEL00t00,KEEL2,TRHV_grid_31,EL2_31
147,39210.49395,,EL2_53,TRHV_53_54,EL2_54
148,39210.49395,,EL2_53,TRHV_53_32,EL2_32
149,39210.49395,,EL2_54,TRHV_54_53,EL2_53
150,39210.49395,,EL2_54,TRHV_54_55,EL2_55
151,39210.49395,,EL2_55,TRHV_55_54,EL2_54
152,39210.49395,,EL2_56,TRHV_56_57,EL2_57
153,39210.49395,,EL2_56,TRHV_56_36,EL2_36
154,39210.49395,,EL2_57,TRHV_57_75,EL2_75
155,39210.49395,,EL2_57,TRHV_57_56,EL2_56
156,39210.49395,,EL2_57,TRHV_57_37,EL2_37
157,39210.49395,KEEL00t00,KEEL2,TRHV_grid_76,EL2_76
158,39210.49395,KEEL00t00,KEEL2,TRHV_grid_57,EL2_57
159,39210.49395,KEEL00t00,KEEL2,TRHV_grid_59,EL2_59
160,39210.49395,KEEL00t00,KEEL2,TRHV_grid_38,EL2_38
161,39210.49395,,EL2_59,TRHV_59_77,EL2_77
162,39210.49395,,EL2_59,TRHV_59_60,EL2_60
163,39210.49395,,EL2_59,TRHV_59_39,EL2_39
164,39210.49395,,EL2_60,TRHV_60_78,EL2_78
165,39210.49395,,EL2_60,TRHV_60_59,EL2_59
166,39210.49395,,EL2_60,TRHV_60_61,EL2_61
167,39210.49395,,EL2_60,TRHV_60_40,EL2_40
168,39210.49395,,EL2_61,TRHV_61_79,EL2_79
169,39210.49395,,EL2_61,TRHV_61_60,EL2_60
170,39210.49395,,EL2_61,TRHV_61_62,EL2_62
171,39210.49395,,EL2_61,TRHV_61_41,EL2_41
172,39210.49395,,EL2_62,TRHV_62_80,EL2_80
173,39210.49395,,EL2_62,TRHV_62_61,EL2_61
174,39210.49395,,EL2_62,TRHV_62_63,EL2_63
175,39210.49395,,EL2_63,TRHV_63_81,EL2_81
176,39210.49395,,EL2_63,TRHV_63_62,EL2_62
177,39210.49395,,EL2_63,TRHV_63_64,EL2_64
178,39210.49395,,EL2_64,TRHV_64_82,EL2_82
179,39210.49395,,EL2_64,TRHV_64_63,EL2_63
180,39210.49395,,EL2_64,TRHV_64_65,EL2_65
181,39210.49395,,EL2_64,TRHV_64_44,EL2_44
182,39210.49395,,EL2_65,TRHV_65_83,EL2_83
183,39210.49395,,EL2_65,TRHV_65_64,EL2_64
184,39210.49395,,EL2_65,TRHV_65_66,EL2_66
185,39210.49395,,EL2_65,TRHV_65_45,EL2_45
186,39210.49395,,EL2_66,TRHV_66_84,EL2_84
187,39210.49395,,EL2_66,TRHV_66_65,EL2_65
188,39210.49395,,EL2_66,TRHV_66_67,EL2_67
189,39210.49395,,EL2_66,TRHV_66_46,EL2_46
190,39210.49395,,EL2_67,TRHV_67_85,EL2_85
191,39210.49395,,EL2_67,TRHV_67_66,EL2_66
192,39210.49395,,EL2_67,TRHV_67_68,EL2_68
193,39210.49395,,EL2_67,TRHV_67_47,EL2_47
194,39210.49395,,EL2_68,TRHV_68_86,EL2_86
195,39210.49395,,EL2_68,TRHV_68_67,EL2_67
196,39210.49395,,EL2_68,TRHV_68_69,EL2_69
197,39210.49395,,EL2_69,TRHV_69_68,EL2_68
198,39210.49395,,EL2_69,TRHV_69_70,EL2_70
199,39210.49395,,EL2_70,TRHV_70_69,EL2_69
200,39210.49395,,EL2_70,TRHV_70_71,EL2_71
201,39210.49395,,EL2_70,TRHV_70_50,EL2_50
202,39210.49395,,EL2_71,TRHV_71_89,EL2_89
203,39210.49395,,EL2_71,TRHV_71_70,EL2_70
204,39210.49395,,EL2_71,TRHV_71_72,EL2_72
205,39210.49395,,EL2_72,TRHV_72_90,EL2_90
206,39210.49395,,EL2_72,TRHV_72_71,EL2_71
210,39210.49395,,EL2_75,TRHV_75_76,EL2_76
211,39210.49395,,EL2_75,TRHV_75_57,EL2_57
212,39210.49395,,EL2_76,TRHV_76_75,EL2_75
213,39210.49395,,EL2_76,TRHV_76_77,EL2_77
214,39210.49395,,EL2_77,TRHV_77_76,EL2_76
215,39210.49395,,EL2_77,TRHV_77_78,EL2_78
216,39210.49395,,EL2_77,TRHV_77_59,EL2_59
217,39210.49395,,EL2_78,TRHV_78_95,EL2_95
218,39210.49395,,EL2_78,TRHV_78_77,EL2_77
219,39210.49395,,EL2_78,TRHV_78_79,EL2_79
220,39210.49395,,EL2_78,TRHV_78_60,EL2_60
221,39210.49395,,EL2_79,TRHV_79_96,EL2_96
222,39210.49395,,EL2_79,TRHV_79_78,EL2_78
223,39210.49395,,EL2_79,TRHV_79_80,EL2_80
224,39210.49395,,EL2_79,TRHV_79_61,EL2_61
225,39210.49395,,EL2_80,TRHV_80_79,EL2_79
226,39210.49395,,EL2_80,TRHV_80_81,EL2_81
227,39210.49395,,EL2_80,TRHV_80_62,EL2_62
228,39210.49395,,EL2_81,TRHV_81_98,EL2_98
229,39210.49395,,EL2_81,TRHV_81_80,EL2_80
230,39210.49395,,EL2_81,TRHV_81_82,EL2_82
231,39210.49395,,EL2_81,TRHV_81_63,EL2_63
232,39210.49395,,EL2_82,TRHV_82_99,EL2_99
233,39210.49395,,EL2_82,TRHV_82_81,EL2_81
234,39210.49395,,EL2_82,TRHV_82_83,EL2_83
235,39210.49395,,EL2_82,TRHV_82_64,EL2_64
236,39210.49395,,EL2_83,TRHV_83_82,EL2_82
237,39210.49395,,EL2_83,TRHV_83_84,EL2_84
238,39210.49395,,EL2_83,TRHV_83_65,EL2_65
239,39210.49395,,EL2_84,TRHV_84_101,EL2_101
240,39210.49395,,EL2_84,TRHV_84_83,EL2_83
241,39210.49395,,EL2_84,TRHV_84_85,EL2_85
242,39210.49395,,EL2_84,TRHV_84_66,EL2_66
243,39210.49395,,EL2_85,TRHV_85_102,EL2_102
244,39210.49395,,EL2_85,TRHV_85_84,EL2_84
245,39210.49395,,EL2_85,TRHV_85_86,EL2_86
246,39210.49395,,EL2_85,TRHV_85_67,EL2_67
247,39210.49395,,EL2_86,TRHV_86_103,EL2_103
248,39210.49395,,EL2_86,TRHV_86_85,EL2_85
249,39210.49395,,EL2_86,TRHV_86_68,EL2_68
250,39210.49395,KEEL00t00,KEEL2,TRHV_grid_104,EL2_104
251,39210.49395,KEEL00t00,KEEL2,TRHV_grid_86,EL2_86
253,39210.49395,KEEL00t00,KEEL2,TRHV_grid_89,EL2_89
254,39210.49395,KEEL00t00,KEEL2,TRHV_grid_70,EL2_70
255,39210.49395,,EL2_89,TRHV_89_90,EL2_90
256,39210.49395,,EL2_89,TRHV_89_71,EL2_71
257,39210.49395,,EL2_90,TRHV_90_107,EL2_107
258,39210.49395,,EL2_90,TRHV_90_89,EL2_89
259,39210.49395,,EL2_90,TRHV_90_72,EL2_72
260,39210.49395,KEEL00t00,KEEL2,TRHV_grid_90,EL2_90
261,39210.49395,KEEL00t00,KEEL2,TRHV_grid_75,EL2_75
263,39210.49395,KEEL00t00,KEEL2,TRHV_grid_111,EL2_111
264,39210.49395,KEEL00t00,KEEL2,TRHV_grid_95,EL2_95
265,39210.49395,KEEL00t00,KEEL2,TRHV_grid_77,EL2_77
266,39210.49395,,EL2_95,TRHV_95_112,EL2_112
267,39210.49395,,EL2_95,TRHV_95_96,EL2_96
268,39210.49395,,EL2_95,TRHV_95_78,EL2_78
269,39210.49395,,EL2_96,TRHV_96_113,EL2_113
270,39210.49395,,EL2_96,TRHV_96_95,EL2_95
271,39210.49395,,EL2_96,TRHV_96_79,EL2_79
272,39210.49395,KEEL00t00,KEEL2,TRHV_grid_96,EL2_96
273,39210.49395,KEEL00t00,KEEL2,TRHV_grid_98,EL2_98
274,39210.49395,KEEL00t00,KEEL2,TRHV_grid_80,EL2_80
275,39210.49395,,EL2_98,TRHV_98_115,EL2_115
276,39210.49395,,EL2_98,TRHV_98_99,EL2_99
277,39210.49395,,EL2_98,TRHV_98_81,EL2_81
278,39210.49395,,EL2_99,TRHV_99_116,EL2_116
279,39210.49395,,EL2_99,TRHV_99_98,EL2_98
280,39210.49395,,EL2_99,TRHV_99_82,EL2_82
281,39210.49395,KEEL00t00,KEEL2,TRHV_grid_99,EL2_99
282,39210.49395,KEEL00t00,KEEL2,TRHV_grid_101,EL2_101
283,39210.49395,KEEL00t00,KEEL2,TRHV_grid_83,EL2_83
284,39210.49395,,EL2_101,TRHV_101_118,EL2_118
285,39210.49395,,EL2_101,TRHV_101_102,EL2_102
286,39210.49395,,EL2_101,TRHV_101_84,EL2_84
287,39210.49395,,EL2_102,TRHV_102_119,EL2_119
288,39210.49395,,EL2_102,TRHV_102_101,EL2_101
289,39210.49395,,EL2_102,TRHV_102_103,EL2_103
290,39210.49395,,EL2_102,TRHV_102_85,EL2_85
291,39210.49395,,EL2_103,TRHV_103_120,EL2_120
292,39210.49395,,EL2_103,TRHV_103_102,EL2_102
293,39210.49395,,EL2_103,TRHV_103_104,EL2_104
294,39210.49395,,EL2_103,TRHV_103_86,EL2_86
295,39210.49395,,EL2_104,TRHV_104_121,EL2_121
296,39210.49395,,EL2_104,TRHV_104_103,EL2_103
298,39210.49395,KEEL00t00,KEEL2,TRHV_grid_107,EL2_107
300,39210.49395,,EL2_107,TRHV_107_124,EL2_124
301,39210.49395,,EL2_107,TRHV_107_90,EL2_90
302,39210.49395,KEEL00t00,KEEL2,TRHV_grid_125,EL2_125
305,39210.49395,,EL2_111,TRHV_111_128,EL2_128
306,39210.49395,,EL2_111,TRHV_111_112,EL2_112
307,39210.49395,,EL2_112,TRHV_112_129,EL2_129
308,39210.49395,,EL2_112,TRHV_112_111,EL2_111
309,39210.49395,,EL2_112,TRHV_112_113,EL2_113
310,39210.49395,,EL2_112,TRHV_112_95,EL2_95
311,39210.49395,,EL2_113,TRHV_113_130,EL2_130
312,39210.49395,,EL2_113,TRHV_113_112,EL2_112
313,39210.49395,,EL2_113,TRHV_113_96,EL2_96
314,39210.49395,KEEL00t00,KEEL2,TRHV_grid_113,EL2_113
315,39210.49395,KEEL00t00,KEEL2,TRHV_grid_115,EL2_115
316,39210.49395,,EL2_115,TRHV_115_132,EL2_132
317,39210.49395,,EL2_115,TRHV_115_116,EL2_116
318,39210.49395,,EL2_115,TRHV_115_98,EL2_98
319,39210.49395,,EL2_116,TRHV_116_133,EL2_133
320,39210.49395,,EL2_116,TRHV_116_115,EL2_115
321,39210.49395,,EL2_116,TRHV_116_99,EL2_99
322,39210.49395,KEEL00t00,KEEL2,TRHV_grid_116,EL2_116
323,39210.49395,KEEL00t00,KEEL2,TRHV_grid_118,EL2_118
324,39210.49395,,EL2_118,TRHV_118_135,EL2_135
325,39210.49395,,EL2_118,TRHV_118_119,EL2_119
326,39210.49395,,EL2_118,TRHV_118_101,EL2_101
327,39210.49395,,EL2_119,TRHV_119_136,EL2_136
328,39210.49395,,EL2_119,TRHV_119_118,EL2_118
329,39210.49395,,EL2_119,TRHV_119_120,EL2_120
330,39210.49395,,EL2_119,TRHV_119_102,EL2_102
331,39210.49395,,EL2_120,TRHV_120_137,EL2_137
332,39210.49395,,EL2_120,TRHV_120_119,EL2_119
333,39210.49395,,EL2_120,TRHV_120_121,EL2_121
334,39210.49395,,EL2_120,TRHV_120_103,EL2_103
335,39210.49395,,EL2_121,TRHV_121_138,EL2_138
336,39210.49395,,EL2_121,TRHV_121_120,EL2_120
337,39210.49395,,EL2_121,TRHV_121_104,EL2_104
338,39210.49395,KEEL00t00,KEEL2,TRHV_grid_139,EL2_139
339,39210.49395,KEEL00t00,KEEL2,TRHV_grid_121,EL2_121
340,39210.49395,KEEL00t00,KEEL2,TRHV_grid_124,EL2_124
341,39210.49395,,EL2_124,TRHV_124_141,EL2_141
342,39210.49395,,EL2_124,TRHV_124_125,EL2_125
343,39210.49395,,EL2_124,TRHV_124_107,EL2_107
344,39210.49395,,EL2_125,TRHV_125_142,EL2_142
345,39210.49395,,EL2_125,TRHV_125_124,EL2_124
346,39210.49395,KEEL00t00,KEEL2,TRHV_grid_128,EL2_128
347,39210.49395,,EL2_128,TRHV_128_129,EL2_129
348,39210.49395,,EL2_128,TRHV_128_111,EL2_111
349,39210.49395,,EL2_129,TRHV_129_146,EL2_146
350,39210.49395,,EL2_129,TRHV_129_128,EL2_128
351,39210.49395,,EL2_129,TRHV_129_130,EL2_130
352,39210.49395,,EL2_129,TRHV_129_112,EL2_112
353,39210.49395,,EL2_130,TRHV_130_129,EL2_129
354,39210.49395,,EL2_130,TRHV_130_113,EL2_113
355,39210.49395,KEEL00t00,KEEL2,TRHV_grid_130,EL2_130
356,39210.49395,KEEL00t00,KEEL2,TRHV_grid_132,EL2_132
357,39210.49395,,EL2_132,TRHV_132_133,EL2_133
358,39210.49395,,EL2_132,TRHV_132_115,EL2_115
359,39210.49395,,EL2_133,TRHV_133_150,EL2_150
360,39210.49395,,EL2_133,TRHV_133_132,EL2_132
361,39210.49395,,EL2_133,TRHV_133_116,EL2_116
362,39210.49395,KEEL00t00,KEEL2,TRHV_grid_151,EL2_151
363,39210.49395,KEEL00t00,KEEL2,TRHV_grid_133,EL2_133
364,39210.49395,KEEL00t00,KEEL2,TRHV_grid_135,EL2_135
365,39210.49395,,EL2_135,TRHV_135_152,EL2_152
366,39210.49395,,EL2_135,TRHV_135_136,EL2_136
367,39210.49395,,EL2_135,TRHV_135_118,EL2_118
368,39210.49395,,EL2_136,TRHV_136_135,EL2_135
369,39210.49395,,EL2_136,TRHV_136_137,EL2_137
370,39210.49395,,EL2_136,TRHV_136_119,EL2_119
371,39210.49395,,EL2_137,TRHV_137_154,EL2_154
372,39210.49395,,EL2_137,TRHV_137_136,EL2_136
373,39210.49395,,EL2_137,TRHV_137_138,EL2_138
374,39210.49395,,EL2_137,TRHV_137_120,EL2_120
375,39210.49395,,EL2_138,TRHV_138_155,EL2_155
376,39210.49395,,EL2_138,TRHV_138_137,EL2_137
377,39210.49395,,EL2_138,TRHV_138_139,EL2_139
378,39210.49395,,EL2_138,TRHV_138_121,EL2_121
379,39210.49395,,EL2_139,TRHV_139_156,EL2_156
380,39210.49395,,EL2_139,TRHV_139_138,EL2_138
381,39210.49395,KEEL00t00,KEEL2,TRHV_grid_157,EL2_157
383,39210.49395,KEEL00t00,KEEL2,TRHV_grid_141,EL2_141
384,39210.49395,,EL2_141,TRHV_141_158,EL2_158
385,39210.49395,,EL2_141,TRHV_141_142,EL2_142
386,39210.49395,,EL2_141,TRHV_141_124,EL2_124
387,39210.49395,,EL2_142,TRHV_142_159,EL2_159
388,39210.49395,,EL2_142,TRHV_142_141,EL2_141
389,39210.49395,,EL2_142,TRHV_142_125,EL2_125
390,39210.49395,KEEL00t00,KEEL2,TRHV_grid_146,EL2_146
392,39210.49395,,EL2_146,TRHV_146_129,EL2_129
395,39210.49395,KEEL00t00,KEEL2,TRHV_grid_150,EL2_150
397,39210.49395,,EL2_150,TRHV_150_151,EL2_151
398,39210.49395,,EL2_150,TRHV_150_133,EL2_133
399,39210.49395,,EL2_151,TRHV_151_169,EL2_169
400,39210.49395,,EL2_151,TRHV_151_150,EL2_150
401,39210.49395,,EL2_151,TRHV_151_152,EL2_152
402,39210.49395,,EL2_152,TRHV_152_170,EL2_170
403,39210.49395,,EL2_152,TRHV_152_151,EL2_151
404,39210.49395,,EL2_152,TRHV_152_135,EL2_135
405,39210.49395,KEEL00t00,KEEL2,TRHV_grid_152,EL2_152
406,39210.49395,KEEL00t00,KEEL2,TRHV_grid_154,EL2_154
407,39210.49395,KEEL00t00,KEEL2,TRHV_grid_136,EL2_136
408,39210.49395,,EL2_154,TRHV_154_155,EL2_155
409,39210.49395,,EL2_154,TRHV_154_137,EL2_137
410,39210.49395,,EL2_155,TRHV_155_154,EL2_154
411,39210.49395,,EL2_155,TRHV_155_156,EL2_156
412,39210.49395,,EL2_155,TRHV_155_138,EL2_138
413,39210.49395,,EL2_156,TRHV_156_155,EL2_155
414,39210.49395,,EL2_156,TRHV_156_157,EL2_157
415,39210.49395,,EL2_156,TRHV_156_139,EL2_139
416,39210.49395,,EL2_157,TRHV_157_175,EL2_175
417,39210.49395,,EL2_157,TRHV_157_156,EL2_156
418,39210.49395,,EL2_157,TRHV_157_158,EL2_158
419,39210.49395,,EL2_158,TRHV_158_176,EL2_176
420,39210.49395,,EL2_158,TRHV_158_157,EL2_157
421,39210.49395,,EL2_158,TRHV_158_159,EL2_159
422,39210.49395,,EL2_158,TRHV_158_141,EL2_141
423,39210.49395,,EL2_159,TRHV_159_177,EL2_177
424,39210.49395,,EL2_159,TRHV_159_158,EL2_158
425,39210.49395,,EL2_159,TRHV_159_142,EL2_142
427,39210.49395,KEEL00t00,KEEL2,TRHV_grid_185,EL2_185
428,39210.49395,KEEL00t00,KEEL2,TRHV_grid_169,EL2_169
430,39210.49395,,EL2_169,TRHV_169_170,EL2_170
431,39210.49395,,EL2_169,TRHV_169_151,EL2_151
432,39210.49395,,EL2_170,TRHV_170_169,EL2_169
433,39210.49395,,EL2_170,TRHV_170_152,EL2_152
434,39210.49395,KEEL00t00,KEEL2,TRHV_grid_170,EL2_170
435,39210.49395,KEEL00t00,KEEL2,TRHV_grid_191,EL2_191
437,39210.49395,KEEL00t00,KEEL2,TRHV_grid_155,EL2_155
438,39210.49395,KEEL00t00,KEEL2,TRHV_grid_175,EL2_175
439,39210.49395,KEEL00t00,KEEL2,TRHV_grid_156,EL2_156
440,39210.49395,,EL2_175,TRHV_175_194,EL2_194
441,39210.49395,,EL2_175,TRHV_175_176,EL2_176
442,39210.49395,,EL2_175,TRHV_175_157,EL2_157
443,39210.49395,,EL2_176,TRHV_176_195,EL2_195
